week,pick,train_pf,train_dd,top10_n,pnl_wf,pnl_fix,equity_wf,equity_fix,trades_wf,oracle_best_top10_pnl
"(2026, 34)",macd_cross h=64 sl=2.5 rr=3.0,3.1184260672024395,3.1618043904000053,10,2417.5298388816445,831.6776051873603,52417.529838881645,50831.67760518736,18,4249.975842013184
"(2026, 35)",ema_50_200 h=64 sl=2.5 rr=2.5,3.3278045092820863,1.0140612306440984,10,298.2414487478163,267.96894311600045,52715.77128762946,51099.64654830336,4,4781.339690973444
"(2026, 36)",di_cross_htf h=48 sl=2.5 rr=3.0,2.3121114889123775,2.489557406316573,10,138.629017537045,1632.298120527179,52854.400305166506,52731.94466883054,11,1191.0092799999911
"(2026, 37)",ema_50_200 h=48 sl=2.5 rr=3.0,2.7990934026814154,1.6063162976986596,10,69.4650720694699,809.3301212378792,52923.865377235976,53541.27479006842,3,1864.2226241138342
"(2026, 38)",ema_50_200 h=32 sl=2.5 rr=3.0,2.7209344483540114,1.6167163015622419,10,-69.03633170270041,1469.368163097366,52854.829045533275,55010.642953165785,3,2536.759517182305
