timeframe,strategy,atr_sl,rr,score,trades,return_pct,max_dd_pct,profit_factor,win_rate
H2,adx_donchian_20,2.5,3.0,2.4699327566304365,138,21.83,9.88,1.191,0.29
M5,donchian_55+HTF_EMA55,2.5,3.0,2.4697831170963296,219,39.65,17.58,1.205,0.292
H2,volume_spike_break,2.5,3.0,2.469073435516895,155,25.18,11.47,1.197,0.29
M15,sma_50_200+HTF_EMA55,2.5,3.0,2.468846292452075,30,5.65,6.85,1.274,0.3
M1,triple_ema_pullback+HTF_EMA55,2.5,3.0,2.46869024502963,107,26.08,15.26,1.278,0.308
M3,supertrend_flip+HTF_EMA55,2.5,2.5,2.4680963183107476,40,8.81,10.47,1.32,0.35
H3,ichimoku_tk_cross,2.0,2.0,2.464900051788758,142,20.31,10.57,1.199,0.38
H1,bb_breakout+HTF_EMA55,2.5,2.5,2.4642453714460997,381,45.46,17.65,1.139,0.318
H4,williams_r_reversal+HTF_EMA55,2.5,2.5,2.4639825519886918,60,9.62,6.79,1.222,0.333
M3,psar_flip+HTF_EMA55,2.0,2.0,2.4637224318237263,73,10.76,7.89,1.226,0.384
M3,donchian_10,2.5,2.5,2.461676393394473,70,13.92,11.03,1.282,0.343
H2,adx_rising_break_20,2.0,2.0,2.459194584312095,213,31.97,15.13,1.193,0.38
H4,donchian_55+HTF_EMA55,2.0,2.0,2.4582897072113234,86,12.84,8.68,1.222,0.384
W1,donchian_20,2.5,3.0,2.4528710694158717,10,1.85,4.9,1.255,0.3
M1,stoch_cross+HTF_EMA55,2.5,3.0,2.45254570841134,128,34.71,21.57,1.34,0.312
H3,ema_50_200+HTF_EMA55,2.5,3.0,2.4484301661854797,30,5.65,6.85,1.264,0.3
H3,ema_50_200,2.5,3.0,2.4484301661854797,30,5.65,6.85,1.264,0.3
M3,psar_flip,2.0,2.0,2.4447611978791643,97,13.85,8.78,1.208,0.381
H4,keltner_break+HTF_EMA55,2.0,2.0,2.4441934800556933,86,12.84,8.76,1.217,0.384
M5,adx_donchian_55,2.5,2.5,2.4438907563045076,211,36.53,17.88,1.221,0.332
H4,stoch_cross+HTF_EMA55,2.0,2.0,2.443038611764247,133,16.88,8.76,1.178,0.376
M15,bb_breakout,2.0,2.0,2.441300222090584,146,22.68,13.2,1.228,0.384
H4,roc_momentum_12,2.5,3.0,2.439150568593104,46,9.66,9.56,1.286,0.304
M1,aroon_cross_25+HTF_EMA55,2.0,2.0,2.4373122283432003,116,19.43,12.43,1.238,0.388
H4,donchian_55+HTF_EMA55,2.5,2.5,2.436847741092597,54,8.62,6.87,1.221,0.333
M5,adx_rising_break_20+HTF_EMA55,2.5,2.5,2.4350208786971113,251,33.85,15.35,1.182,0.323
M15,volume_spike_break,2.5,2.5,2.4349967702450153,79,11.55,7.3,1.202,0.329
W1,donchian_10,2.0,2.0,2.4349391349401515,13,1.88,4.93,1.226,0.385
H3,rsi50_cross,2.5,2.5,2.433940541827973,88,13.1,8.04,1.205,0.33
M3,donchian_20+HTF_EMA55,2.5,3.0,2.4286874467702617,56,11.69,10.47,1.283,0.304
M1,aroon_cross_25+HTF_EMA55,2.5,3.0,2.4256735161482292,79,21.68,16.6,1.332,0.316
H4,williams_r_reversal+HTF_EMA55,2.5,3.0,2.4245203944035127,58,9.47,6.79,1.214,0.293
M5,ema_9_21,2.0,2.0,2.4211386183593024,361,45.08,18.73,1.135,0.371
H2,adx_donchian_20_strict+HTF_EMA55,2.0,2.0,2.415514585454343,195,32.2,16.77,1.209,0.385
H4,ichimoku_tk_cross+HTF_EMA55,2.0,2.0,2.414562299510936,78,11.81,8.89,1.215,0.385
H4,rsi50_cross+HTF_EMA55,2.5,3.0,2.4132398991862942,58,9.47,6.96,1.213,0.293
W1,donchian_10,2.5,3.0,2.4119413528482623,10,1.85,5.85,1.259,0.3
H4,ema_50_200,2.0,2.0,2.410347417579806,24,2.78,3.97,1.183,0.375
M1,rsi_trend_pullback,2.0,2.0,2.4094657658330716,234,44.03,22.38,1.227,0.389
H1,sma_50_200+HTF_EMA55,2.0,2.0,2.404484459678813,103,13.78,8.65,1.186,0.379
H1,ema_9_21+HTF_EMA55,2.5,2.5,2.4044571411008104,233,30.21,13.58,1.159,0.322
H4,adx_donchian_55+HTF_EMA55,2.0,2.0,2.4027140633123634,69,8.62,6.82,1.191,0.377
M5,rsi_trend_pullback+HTF_EMA55,2.0,2.0,2.4015281098053975,357,38.09,16.62,1.144,0.367
H1,cci_100_cross+HTF_EMA55,2.0,2.0,2.4013253265032892,545,49.72,19.83,1.109,0.361
D1,triple_ema_pullback,2.5,3.0,2.3999833342468806,47,8.56,7.89,1.237,0.298
H2,adx_donchian_20+HTF_EMA55,2.0,2.0,2.3999042644686615,227,25.39,11.7,1.146,0.37
M3,adx_rising_break_20+HTF_EMA55,2.5,3.0,2.398565554364349,44,11.89,14.9,1.373,0.318
H4,ema_50_200,2.5,3.0,2.397279879380063,24,3.67,4.9,1.212,0.292
M15,ema_9_21+HTF_EMA55,2.5,2.5,2.3951997037794897,72,11.65,8.81,1.218,0.333
H1,ema_12_26,2.5,3.0,2.393064236919163,221,42.4,20.83,1.22,0.294
M30,donchian_20,2.5,2.5,2.3924726526977205,51,8.12,7.81,1.227,0.333
M3,donchian_20+HTF_EMA55,2.5,2.5,2.3916028895802928,68,12.26,10.54,1.252,0.338
H3,cci_100_cross+HTF_EMA55,2.5,2.5,2.390074166835095,95,13.0,8.23,1.189,0.326
H3,rsi50_cross,2.0,2.0,2.3899616456735693,156,17.78,9.25,1.155,0.372
H2,adx_rising_break_20+HTF_EMA55,2.0,2.0,2.388031833296102,209,29.42,15.13,1.184,0.378
H3,ema_9_21,2.5,2.5,2.385643634554805,76,11.04,7.97,1.199,0.329
M1,adx_donchian_55+HTF_EMA55,2.5,3.0,2.385538789368229,151,30.32,16.15,1.219,0.298
H2,psar_flip+HTF_EMA55,2.0,2.0,2.382449329582563,230,25.35,12.27,1.152,0.37
H1,triple_ema_pullback+HTF_EMA55,2.5,2.5,2.378212188671363,227,33.58,16.24,1.178,0.326
M15,donchian_20+HTF_EMA55,2.5,3.0,2.3759690818565242,87,16.82,12.4,1.255,0.299
M1,keltner_break+HTF_EMA55,2.5,2.5,2.3752809547093823,210,42.79,22.91,1.248,0.338
M5,donchian_10+HTF_EMA55,2.0,2.0,2.375077182430031,663,55.52,22.25,1.099,0.359
H1,ema_9_21+HTF_EMA55,2.0,2.0,2.3663657500670454,297,34.83,16.77,1.162,0.37
H4,ema_12_26+HTF_EMA55,2.0,2.0,2.3661914279799663,66,8.65,7.75,1.196,0.379
H4,donchian_20,2.5,2.5,2.3642774900405947,83,14.87,12.0,1.249,0.337
H1,adx_donchian_20,2.0,2.0,2.3626729122451526,461,42.22,17.87,1.115,0.362
M5,williams_r_reversal+HTF_EMA55,2.5,2.5,2.3597168117046627,248,42.82,22.04,1.22,0.331
H3,donchian_10+HTF_EMA55,2.0,2.0,2.3587600928785646,247,26.39,12.69,1.141,0.368
M3,ema_12_26,2.0,2.0,2.3548798596222174,63,8.69,8.68,1.212,0.381
D1,triple_ema_pullback+HTF_EMA55,2.5,2.5,2.354737649033523,40,5.09,5.42,1.181,0.325
M30,ema_21_55,2.5,2.5,2.354265858220241,27,4.22,7.3,1.234,0.333
M30,volume_spike_break,2.5,2.5,2.3525591060167326,42,6.64,8.23,1.232,0.333
H4,donchian_10+HTF_EMA55,2.0,2.0,2.3510969517462366,154,16.63,9.59,1.156,0.37
M30,donchian_20,2.0,2.0,2.3467530058252786,82,10.66,8.92,1.195,0.378
M1,ema_9_21,2.5,2.5,2.335542389676078,162,23.77,13.75,1.192,0.327
M15,psar_flip+HTF_EMA55,2.5,2.5,2.3347712034974464,73,10.53,9.22,1.21,0.329
H4,roc_momentum_12,2.0,2.0,2.332202750534324,108,11.48,7.97,1.158,0.37
H1,williams_r_reversal+HTF_EMA55,2.5,2.5,2.3295462350283485,278,30.13,13.9,1.132,0.317
H3,keltner_break,2.0,2.0,2.328113405854383,161,18.9,10.95,1.156,0.373
H2,ema_9_21+HTF_EMA55,2.5,3.0,2.323531965004274,90,13.35,9.56,1.195,0.289
M1,ichimoku_tk_cross+HTF_EMA55,2.5,3.0,2.322589799513798,100,20.11,14.05,1.236,0.3
M5,stoch_cross+HTF_EMA55,2.5,2.5,2.320169015029923,242,36.69,19.75,1.205,0.326
H3,ema_12_26+HTF_EMA55,2.5,2.5,2.3170953049792318,67,9.52,8.65,1.197,0.328
M15,keltner_break,2.0,2.0,2.3154297405827404,131,19.25,14.07,1.222,0.382
M1,volume_spike_break,2.5,3.0,2.3069434610427395,127,20.82,12.51,1.185,0.291
M5,psar_flip+HTF_EMA55,2.5,3.0,2.3068009120784976,237,31.24,15.91,1.168,0.283
D1,di_cross,2.0,2.0,2.305418499072909,107,16.02,12.54,1.21,0.383
H1,donchian_55,2.5,2.5,2.3052705344256714,312,40.3,19.15,1.148,0.321
H3,rsi_trend_pullback+HTF_EMA55,2.5,3.0,2.3041081247988977,61,10.51,10.47,1.235,0.295
M1,keltner_break,2.5,2.5,2.3025621694143923,233,30.21,15.71,1.161,0.322
M15,adx_donchian_20+HTF_EMA55,2.5,2.5,2.3016658414440094,67,13.4,14.07,1.283,0.343
M15,aroon_cross_25+HTF_EMA55,2.5,2.5,2.301637907598495,49,6.55,7.73,1.197,0.327
H1,stoch_cross+HTF_EMA55,2.5,2.5,2.301622466212976,275,34.12,16.62,1.145,0.32
W1,cci_100_cross,2.0,2.0,2.3007908271833273,11,0.89,2.97,1.125,0.364
H3,macd_hist_turn+HTF_EMA55,2.5,3.0,2.298832001197183,66,9.34,8.0,1.184,0.288
H3,macd_cross+HTF_EMA55,2.5,3.0,2.298832001197183,66,9.34,8.0,1.184,0.288
H1,triple_ema_pullback,2.5,2.5,2.29695125996656,237,34.08,17.9,1.174,0.325
D1,rsi_trend_pullback,2.0,2.0,2.2967796888801795,78,8.52,7.78,1.165,0.372
H3,roc_momentum_12,2.5,2.5,2.294370130169526,88,13.1,10.29,1.191,0.33
M15,stoch_cross,2.5,2.5,2.2930349974167914,64,9.02,9.22,1.205,0.328
M15,ema_21_55,2.5,3.0,2.2928339609448756,34,5.59,8.76,1.236,0.294
M5,cci_100_cross+HTF_EMA55,2.5,3.0,2.291663000088741,262,34.7,17.58,1.168,0.282
D1,roc_momentum_12,2.0,2.0,2.291076645643094,103,17.23,14.15,1.23,0.388
M15,macd_cross+HTF_EMA55,2.5,3.0,2.2906609616564886,65,10.44,10.52,1.231,0.292
M15,macd_hist_turn+HTF_EMA55,2.5,3.0,2.2906609616564886,65,10.44,10.52,1.231,0.292
M1,williams_r_reversal+HTF_EMA55,2.5,2.5,2.2906253746462375,147,34.24,23.26,1.298,0.347
M5,donchian_55+HTF_EMA55,2.5,2.5,2.2903636830924525,262,28.46,14.34,1.14,0.317
M1,triple_ema_pullback,2.5,3.0,2.288221677885632,114,22.26,15.26,1.228,0.298
H3,cci_100_cross+HTF_EMA55,2.5,3.0,2.2873598661324057,76,11.36,9.62,1.198,0.289
M3,adx_rising_break_20,2.5,3.0,2.2869278189767566,45,10.77,14.9,1.331,0.311
H4,donchian_10+HTF_EMA55,2.5,2.5,2.2857723573814934,89,11.97,9.56,1.181,0.326
M1,keltner_break,2.5,3.0,2.28469914327932,146,26.6,16.7,1.22,0.295
H1,ema_50_200+HTF_EMA55,2.5,2.5,2.2810845307317438,106,12.29,8.62,1.153,0.321
H2,ema_12_26,2.5,2.5,2.2734820944769325,126,13.13,8.55,1.14,0.317
H4,ema_9_21,2.0,2.0,2.2702277095228363,95,16.16,14.9,1.249,0.389
M30,di_cross+HTF_EMA55,2.5,3.0,2.2701057651158876,28,3.61,5.96,1.177,0.286
H2,adx_donchian_20,2.0,2.0,2.268110539933451,238,26.5,14.56,1.141,0.37
H3,roc_momentum_12+HTF_EMA55,2.5,2.5,2.2678603893003944,74,9.43,9.12,1.187,0.324
H1,donchian_55+HTF_EMA55,2.5,3.0,2.2660354421786217,291,32.8,16.0,1.136,0.278
M5,cci_100_cross+HTF_EMA55,2.0,2.0,2.2627327506042474,490,43.23,20.08,1.111,0.361
H4,di_cross+HTF_EMA55,2.5,3.0,2.2598567720064824,46,5.4,5.85,1.152,0.283
M5,stoch_cross+HTF_EMA55,2.0,2.0,2.2567617912827345,462,45.07,21.88,1.134,0.364
H3,mfi_reversal+HTF_EMA55,2.0,2.0,2.256550856834169,73,7.5,7.75,1.155,0.37
M30,mfi_reversal,2.5,2.5,2.2560531788559657,38,3.56,4.9,1.136,0.316
M1,rsi50_cross,2.5,3.0,2.2556718998586716,125,18.49,12.3,1.178,0.288
M5,ema_12_26+HTF_EMA55,2.5,3.0,2.2551351621172624,187,34.86,21.15,1.234,0.294
W1,di_cross,2.0,2.0,2.255109126749707,11,0.89,3.94,1.126,0.364
H2,psar_flip+HTF_EMA55,2.5,2.5,2.2496917025774383,138,15.23,10.47,1.155,0.319
H3,mfi_reversal+HTF_EMA55,2.5,3.0,2.2490197239469647,53,6.34,6.9,1.163,0.283
M3,supertrend_flip,2.5,2.5,2.248431136146809,38,3.56,4.9,1.132,0.316
M15,adx_donchian_20+HTF_EMA55,2.5,3.0,2.24513654679431,57,10.57,12.35,1.251,0.298
M5,ema_50_200+HTF_EMA55,2.5,2.5,2.2442415771569513,82,12.07,11.36,1.203,0.329
M15,cci_100_cross+HTF_EMA55,2.0,2.0,2.242203142542213,148,13.27,9.7,1.14,0.365
H4,williams_r_reversal+HTF_EMA55,2.0,2.0,2.2419911569194366,117,8.11,6.1,1.103,0.359
H1,keltner_break,2.5,2.5,2.241932625426114,359,37.42,18.19,1.123,0.315
M15,donchian_10,2.0,2.0,2.2408892301534253,198,20.84,13.51,1.158,0.369
H4,mfi_reversal,2.0,2.0,2.237450775638207,111,11.45,9.62,1.152,0.369
D1,rsi_trend_pullback+HTF_EMA55,2.5,2.5,2.2342879859930433,62,7.44,8.23,1.168,0.323
H3,psar_flip+HTF_EMA55,2.0,2.0,2.231762864200236,145,13.3,9.59,1.131,0.366
M5,williams_r_reversal+HTF_EMA55,2.5,3.0,2.2240152513781863,210,41.23,24.93,1.249,0.295
M15,roc_momentum_12+HTF_EMA55,2.5,3.0,2.2230123188417026,65,10.44,11.57,1.223,0.292
M1,aroon_cross_25+HTF_EMA55,2.5,2.5,2.222872804763676,84,17.74,17.0,1.273,0.345
H1,ema_9_21+HTF_EMA55,2.5,3.0,2.222659536242914,223,34.15,18.64,1.164,0.287
H4,ema_21_55+HTF_EMA55,2.5,3.0,2.2212528020284044,28,3.61,6.85,1.174,0.286
M15,mfi_reversal,2.5,2.5,2.216077106443717,86,11.46,10.62,1.178,0.326
M5,ema_12_26,2.0,2.0,2.2145291201649253,332,27.84,14.85,1.11,0.361
M1,bb_breakout,2.0,2.0,2.2133845152853486,366,33.91,17.63,1.117,0.363
H1,bb_breakout+HTF_EMA55,2.5,3.0,2.212206211439739,326,38.82,19.51,1.136,0.279
D1,macd_cross,2.5,2.5,2.210572558362684,59,6.95,8.73,1.174,0.322
D1,macd_hist_turn,2.5,2.5,2.210572558362684,59,6.95,8.73,1.174,0.322
M3,cci_100_cross+HTF_EMA55,2.5,3.0,2.2102106753010307,55,8.43,10.57,1.212,0.291
M30,adx_donchian_20+HTF_EMA55,2.0,2.0,2.2087737627050625,61,10.89,14.93,1.27,0.393
M1,di_cross,2.5,2.5,2.2067111128474832,184,31.0,19.54,1.199,0.332
M15,donchian_55+HTF_EMA55,2.5,3.0,2.205721215817283,73,10.31,10.52,1.191,0.288
H2,adx_donchian_20,2.5,2.5,2.2049610032256846,161,16.62,11.11,1.135,0.317
H3,adx_donchian_20_strict,2.5,2.5,2.204422881513215,91,9.74,8.89,1.147,0.319
H3,keltner_break+HTF_EMA55,2.0,2.0,2.204203427010513,153,14.35,10.49,1.129,0.366
M5,roc_momentum_12,2.0,2.0,2.2018886477854056,416,38.66,19.99,1.123,0.363
H2,bb_breakout,2.5,3.0,2.2017478518521494,164,23.78,14.75,1.16,0.287
D1,roc_momentum_12+HTF_EMA55,2.5,2.5,2.2003163580596263,73,10.53,11.44,1.199,0.329
H3,donchian_55+HTF_EMA55,2.0,2.0,2.1957651990442373,139,16.81,13.28,1.168,0.374
H3,psar_flip+HTF_EMA55,2.5,2.5,2.191625279047995,89,8.15,7.73,1.129,0.315
M15,donchian_55,2.0,2.0,2.191033924075921,121,17.02,15.11,1.208,0.38
H1,ema_12_26+HTF_EMA55,2.5,3.0,2.190363949359098,185,17.44,10.78,1.121,0.276
H2,cci_100_cross,2.0,2.0,2.18131524815252,306,30.75,17.51,1.129,0.366
H4,adx_donchian_20_strict,2.0,2.0,2.178372345919694,96,8.33,8.68,1.132,0.365
H3,ema_9_21+HTF_EMA55,2.5,3.0,2.177744802549194,59,8.37,10.52,1.196,0.288
M15,rsi_trend_pullback,2.0,2.0,2.175268207867649,110,9.26,9.16,1.133,0.364
H1,ema_12_26,2.5,2.5,2.1709319976910257,243,35.32,20.8,1.171,0.325
M1,adx_donchian_55,2.5,3.0,2.168746996519831,155,25.18,16.75,1.179,0.29
H2,ema_12_26,2.0,2.0,2.167272370685772,189,17.39,12.93,1.142,0.365
H3,rsi_trend_pullback+HTF_EMA55,2.5,2.5,2.1653918480809264,68,8.43,10.47,1.179,0.324
M1,ema_9_21,2.0,2.0,2.1643080111111677,273,23.58,14.4,1.116,0.363
M15,donchian_20,2.5,3.0,2.1630753878401605,82,13.48,13.54,1.212,0.293
M1,adx_rising_break_20+HTF_EMA55,2.5,2.5,2.1626087847390125,197,32.1,20.39,1.188,0.33
M1,ema_9_21,2.5,3.0,2.161839462432057,126,17.3,13.28,1.168,0.286
M1,volume_spike_break,2.5,2.5,2.1616725902272607,143,17.47,12.95,1.15,0.322
M15,adx_rising_break_20,2.0,2.0,2.1557500736017956,101,12.67,13.28,1.189,0.376
W1,adx_donchian_20,2.5,3.0,2.1551352214376993,11,0.83,4.0,1.101,0.273
D1,williams_r_reversal+HTF_EMA55,2.5,3.0,2.153790523983416,58,9.47,12.3,1.216,0.293
M5,donchian_20+HTF_EMA55,2.0,2.0,2.1520103029840913,568,60.16,29.44,1.119,0.364
M15,ema_9_21+HTF_EMA55,2.5,3.0,2.151781945495174,64,7.22,8.7,1.151,0.281
M3,volume_spike_break+HTF_EMA55,2.0,2.0,2.151548619314676,55,7.7,12.33,1.212,0.382
H4,supertrend_flip,2.5,2.5,2.15150056588023,72,7.84,9.3,1.15,0.319
H1,ema_21_55+HTF_EMA55,2.0,2.0,2.149013891813868,235,19.2,13.31,1.125,0.362
M3,bb_breakout,2.5,3.0,2.148325792803317,54,9.53,13.13,1.233,0.296
H3,donchian_55,2.0,2.0,2.1469465937387615,140,15.64,13.28,1.156,0.371
M15,keltner_break+HTF_EMA55,2.0,2.0,2.143295743925544,123,14.69,14.07,1.183,0.374
H4,stoch_cross+HTF_EMA55,2.5,3.0,2.1432914356002115,64,7.22,8.65,1.145,0.281
H2,bb_breakout+HTF_EMA55,2.5,3.0,2.1362181396103384,149,18.07,12.97,1.141,0.282
M5,donchian_55,2.5,3.0,2.1347189565786167,233,31.32,18.98,1.158,0.283
H4,ema_9_21+HTF_EMA55,2.0,2.0,2.1346470973739082,71,6.46,8.84,1.132,0.366
M15,donchian_55,2.5,3.0,2.1344419602321274,74,9.21,10.52,1.167,0.284
H4,roc_momentum_12+HTF_EMA55,2.5,3.0,2.1336443847537603,49,6.4,9.56,1.17,0.286
H1,ichimoku_tk_cross,2.5,2.5,2.133336316583684,255,19.94,12.48,1.102,0.31
H1,rsi_trend_pullback+HTF_EMA55,2.5,3.0,2.1329294953077804,252,27.12,15.76,1.12,0.278
M15,aroon_cross_25,2.0,2.0,2.1315239258834606,89,9.49,11.52,1.166,0.371
H4,cci_100_cross,2.0,2.0,2.1300765702403446,151,13.24,11.36,1.126,0.364
H3,supertrend_flip+HTF_EMA55,2.5,2.5,2.1300540636742635,67,5.78,7.73,1.122,0.313
H1,ema_50_200,2.5,2.5,2.1279141138308684,108,10.06,9.54,1.123,0.315
M30,donchian_10+HTF_EMA55,2.5,3.0,2.1276523234740257,49,6.4,9.72,1.171,0.286
M3,psar_flip,2.5,3.0,2.125494261308649,48,7.48,11.41,1.2,0.292
H2,donchian_10+HTF_EMA55,2.0,2.0,2.122942232543162,365,31.29,17.61,1.098,0.362
H3,donchian_10,2.5,3.0,2.1227665623384735,94,13.28,13.28,1.189,0.287
M15,adx_donchian_20,2.5,3.0,2.122380496398145,58,9.47,13.23,1.224,0.293
H1,donchian_55,2.5,3.0,2.117271238934563,295,27.57,16.0,1.114,0.275
H4,rsi50_cross,2.5,2.5,2.1171625039626645,60,5.88,8.81,1.141,0.317
M15,adx_donchian_55+HTF_EMA55,2.0,2.0,2.1166247424495035,93,15.03,17.48,1.248,0.387
M15,adx_donchian_55,2.0,2.0,2.1166247424495035,93,15.03,17.48,1.248,0.387
M30,ema_12_26,2.0,2.0,2.116442117365109,44,3.61,7.89,1.129,0.364
M5,ema_50_200,2.5,2.5,2.11551023874413,84,9.84,11.36,1.163,0.321
M1,donchian_10+HTF_EMA55,2.5,3.0,2.1114242971241652,255,50.36,28.69,1.196,0.294
M5,ema_12_26+HTF_EMA55,2.0,2.0,2.1106954227665544,266,28.69,18.72,1.144,0.368
H3,ema_12_26+HTF_EMA55,2.5,3.0,2.104441699610075,61,6.21,8.65,1.137,0.279
M30,donchian_10+HTF_EMA55,2.0,2.0,2.1022722147950748,87,11.71,14.22,1.195,0.379
H3,williams_r_reversal,2.5,2.5,2.101899211069191,83,7.16,8.65,1.117,0.313
H4,ichimoku_tk_cross,2.0,2.0,2.1011926536228316,106,13.74,14.33,1.177,0.377
H3,aroon_cross_25,2.5,3.0,2.1010400973487195,63,8.31,10.78,1.166,0.286
M30,ema_21_55,2.5,3.0,2.098177922559743,28,3.61,9.67,1.183,0.286
H2,ichimoku_tk_cross,2.5,3.0,2.097968410019042,108,15.31,14.45,1.185,0.287
H3,macd_cross+HTF_EMA55,2.0,2.0,2.0979600899725868,117,8.11,8.87,1.1,0.359
H3,macd_hist_turn+HTF_EMA55,2.0,2.0,2.0979600899725868,117,8.11,8.87,1.1,0.359
H4,macd_cross+HTF_EMA55,2.0,2.0,2.0977346906129744,104,9.33,10.52,1.127,0.365
H4,macd_hist_turn+HTF_EMA55,2.0,2.0,2.0977346906129744,104,9.33,10.52,1.127,0.365
M15,adx_donchian_20_strict,2.5,2.5,2.093852070793943,70,10.03,13.67,1.206,0.329
H1,triple_ema_pullback+HTF_EMA55,2.5,3.0,2.0936396612003656,219,34.23,21.11,1.16,0.288
H2,ema_9_21+HTF_EMA55,2.5,2.5,2.0931560284037314,108,10.06,10.29,1.124,0.315
M3,donchian_20,2.5,2.5,2.0918921738523477,76,7.25,9.64,1.135,0.316
H4,aroon_cross_25+HTF_EMA55,2.0,2.0,2.090440618774134,55,4.53,8.7,1.127,0.364
H3,volume_spike_break+HTF_EMA55,2.5,2.5,2.088370281504208,122,13.75,12.8,1.147,0.32
M1,cci_100_cross+HTF_EMA55,2.0,2.0,2.086633883916154,353,23.83,14.9,1.088,0.357
M5,adx_donchian_20+HTF_EMA55,2.0,2.0,2.0862381298413224,412,35.98,20.81,1.113,0.362
M3,donchian_10+HTF_EMA55,2.5,2.5,2.084187115512313,72,7.84,10.54,1.147,0.319
H4,donchian_10,2.0,2.0,2.0827484774070606,192,17.36,14.38,1.136,0.365
M15,rsi50_cross+HTF_EMA55,2.5,3.0,2.0784717624558797,78,9.14,11.52,1.165,0.282
D1,triple_ema_pullback,2.5,2.5,2.077148239997068,51,4.43,8.23,1.122,0.314
H1,ema_12_26+HTF_EMA55,2.5,2.5,2.074632317167898,204,14.86,11.51,1.099,0.309
M3,supertrend_flip+HTF_EMA55,2.5,3.0,2.0743540008039636,35,4.53,10.47,1.182,0.286
H1,macd_cross,2.0,2.0,2.0719869186043764,538,30.34,17.14,1.073,0.353
H1,macd_hist_turn,2.0,2.0,2.0719869186043764,538,30.34,17.14,1.073,0.353
M15,supertrend_flip,2.5,2.5,2.069362732680077,78,12.68,16.24,1.23,0.333
H3,ema_9_21+HTF_EMA55,2.5,2.5,2.0680049311837454,64,5.3,8.65,1.119,0.312
H1,sma_50_200,2.0,2.0,2.066260632927088,110,9.26,10.87,1.121,0.364
H1,stoch_cross+HTF_EMA55,2.5,3.0,2.064180415092516,249,25.92,16.75,1.122,0.277
M1,stoch_cross+HTF_EMA55,2.5,2.5,2.06397485597856,167,35.25,26.62,1.26,0.341
M3,bb_breakout+HTF_EMA55,2.0,2.0,2.063512856825255,89,9.49,12.43,1.155,0.371
D1,stoch_cross+HTF_EMA55,2.5,3.0,2.0581481311038368,52,7.41,12.3,1.19,0.288
H3,adx_donchian_55+HTF_EMA55,2.5,2.5,2.0574652034510277,82,8.24,10.95,1.141,0.317
H3,adx_donchian_55,2.5,2.5,2.0574652034510277,82,8.24,10.95,1.141,0.317
H3,donchian_20+HTF_EMA55,2.5,3.0,2.0569558806189616,110,13.01,13.23,1.159,0.282
H4,ema_9_21+HTF_EMA55,2.5,3.0,2.05631209868466,42,5.46,10.52,1.165,0.286
M5,ema_21_55+HTF_EMA55,2.5,3.0,2.054644315648356,131,11.55,10.63,1.109,0.275
H4,ema_21_55,2.0,2.0,2.054433170623512,61,4.47,8.65,1.109,0.361
M30,bb_breakout+HTF_EMA55,2.0,2.0,2.051260565138646,65,3.39,6.99,1.078,0.354
M15,adx_rising_break_20+HTF_EMA55,2.0,2.0,2.049979237796326,102,11.55,14.15,1.17,0.373
M30,di_cross,2.0,2.0,2.0498441027102614,61,4.47,8.68,1.107,0.361
H3,volume_spike_break+HTF_EMA55,2.0,2.0,2.048055899951621,182,15.16,13.44,1.118,0.363
M15,mfi_reversal+HTF_EMA55,2.5,3.0,2.047494448613865,26,1.61,5.85,1.087,0.269
H2,psar_flip+HTF_EMA55,2.5,3.0,2.04718483715548,119,11.75,11.99,1.136,0.277
M5,donchian_20+HTF_EMA55,2.5,2.5,2.046783835108271,337,34.42,21.01,1.126,0.315
H2,adx_rising_break_20+HTF_EMA55,2.5,3.0,2.0453830025839137,132,14.9,13.38,1.138,0.28
H4,roc_momentum_12+HTF_EMA55,2.0,2.0,2.0437744345122484,100,7.22,9.83,1.106,0.36
M15,donchian_55+HTF_EMA55,2.0,2.0,2.0420725319099295,121,13.57,15.11,1.17,0.372
H1,keltner_break+HTF_EMA55,2.0,2.0,2.039899617334614,493,38.98,22.54,1.104,0.359
H1,adx_donchian_20_strict+HTF_EMA55,2.0,2.0,2.0394278688352405,370,28.64,18.55,1.107,0.359
M5,adx_donchian_20_strict+HTF_EMA55,2.5,2.5,2.0358994597393623,210,20.02,15.46,1.126,0.314
M1,mfi_reversal+HTF_EMA55,2.0,2.0,2.034914045385864,192,20.91,17.58,1.155,0.37
H4,stoch_cross+HTF_EMA55,2.5,2.5,2.032490928120418,61,4.82,8.73,1.108,0.311
M15,macd_hist_turn+HTF_EMA55,2.5,2.5,2.0318315019643842,72,4.16,7.46,1.084,0.306
M15,macd_cross+HTF_EMA55,2.5,2.5,2.0318315019643842,72,4.16,7.46,1.084,0.306
H4,di_cross,2.5,3.0,2.0310497609342146,52,3.24,6.79,1.086,0.269
M1,donchian_20,2.0,2.0,2.0280773093039115,521,33.19,19.36,1.078,0.355
H2,rsi_trend_pullback,2.5,3.0,2.025780533444639,122,17.37,16.75,1.186,0.287
H3,bb_breakout+HTF_EMA55,2.5,2.5,2.0233249170275394,123,8.77,10.05,1.098,0.309
H3,bb_breakout+HTF_EMA55,2.5,3.0,2.0229190079695454,113,9.66,10.52,1.109,0.274
H2,adx_rising_break_20,2.5,3.0,2.019878822188397,136,14.83,13.64,1.133,0.279
