timeframe,strategy,atr_sl,rr,score,trades,return_pct,max_dd_pct,profit_factor,win_rate
M15,aroon_cross_25+HTF_EMA55,2.0,2.0,3.109832342694851,65,16.5,4.99,1.411,0.415
H2,macd_hist_turn+HTF_EMA55,2.5,2.5,3.109657224451864,135,36.46,10.05,1.353,0.356
H2,macd_cross+HTF_EMA55,2.5,2.5,3.109657224451864,135,36.46,10.05,1.353,0.356
M3,keltner_break+HTF_EMA55,2.5,2.5,3.108416081237465,42,14.31,8.65,1.532,0.381
M1,bb_breakout+HTF_EMA55,2.5,2.5,3.104481239261396,207,47.16,11.36,1.279,0.343
H1,adx_rising_break_20,2.5,3.0,3.100448436238962,280,60.55,14.15,1.224,0.296
H3,ema_50_200,2.0,2.0,3.097127327878099,30,9.04,6.82,1.52,0.433
H3,ema_50_200+HTF_EMA55,2.0,2.0,3.097127327878099,30,9.04,6.82,1.52,0.433
M30,cci_100_cross+HTF_EMA55,2.5,3.0,3.0948549683182525,39,13.08,5.85,1.48,0.333
M15,psar_flip+HTF_EMA55,2.5,3.0,3.0900921524688134,64,20.75,7.78,1.45,0.328
M5,ema_9_21+HTF_EMA55,2.5,2.5,3.0812056128108587,205,50.14,13.28,1.284,0.346
H1,cci_100_cross,2.5,3.0,3.0807983868266335,304,73.17,19.55,1.223,0.299
H2,macd_cross+HTF_EMA55,2.5,3.0,3.0777084879143617,124,34.79,9.62,1.353,0.315
H2,macd_hist_turn+HTF_EMA55,2.5,3.0,3.0777084879143617,124,34.79,9.62,1.353,0.315
M5,donchian_10+HTF_EMA55,2.5,3.0,3.0772456899019978,278,57.45,14.9,1.263,0.295
H4,donchian_20+HTF_EMA55,2.5,2.5,3.068844095706092,64,21.0,8.81,1.451,0.375
H1,macd_hist_turn+HTF_EMA55,2.5,3.0,3.063986725423564,248,55.05,12.87,1.229,0.298
H1,macd_cross+HTF_EMA55,2.5,3.0,3.063986725423564,248,55.05,12.87,1.229,0.298
M15,williams_r_reversal+HTF_EMA55,2.5,3.0,3.0606776377585585,61,19.62,7.89,1.449,0.328
M5,donchian_10+HTF_EMA55,2.5,2.5,3.059221451769035,326,60.93,15.68,1.23,0.331
H4,donchian_20+HTF_EMA55,2.0,2.0,3.0563643759321644,119,30.58,9.75,1.363,0.412
H1,adx_donchian_55,2.0,2.0,3.055304511995266,344,57.37,13.99,1.209,0.381
M1,adx_donchian_20,2.5,2.5,3.0538638869742294,188,44.6,11.51,1.282,0.346
D1,ema_21_55+HTF_EMA55,2.0,2.0,3.03928197366527,26,6.94,4.0,1.444,0.423
H2,ichimoku_tk_cross+HTF_EMA55,2.5,2.5,3.035179529495719,115,30.82,9.56,1.359,0.357
M5,ichimoku_tk_cross+HTF_EMA55,2.5,2.5,3.034625617351297,211,46.36,12.8,1.288,0.341
H1,adx_donchian_20+HTF_EMA55,2.0,2.0,3.0313176596726867,424,62.46,15.34,1.181,0.375
M3,rsi_trend_pullback,2.5,2.5,3.0297950334521166,41,11.53,4.9,1.431,0.366
W1,adx_donchian_20,2.0,2.0,3.0275943807580057,14,3.92,3.94,1.466,0.429
H4,ema_50_200,2.5,2.5,3.026873955447283,24,7.41,4.9,1.468,0.375
M3,bb_breakout+HTF_EMA55,2.5,3.0,3.0248463895135282,46,18.7,12.3,1.546,0.348
H1,donchian_10+HTF_EMA55,2.5,3.0,3.023289572631946,359,66.74,15.66,1.163,0.29
M5,williams_r_reversal,2.0,2.0,3.022680683945806,559,70.16,16.18,1.122,0.369
M1,volume_spike_break+HTF_EMA55,2.0,2.0,3.022121934314788,143,34.22,9.97,1.317,0.406
H2,sma_50_200,2.0,2.0,3.0187827031666807,44,13.31,7.73,1.461,0.432
H4,adx_donchian_20_strict,2.5,2.5,3.0143026792895564,63,18.05,7.3,1.418,0.365
H4,supertrend_flip+HTF_EMA55,2.0,2.0,3.0132419868230667,58,14.29,4.9,1.383,0.414
M3,aroon_cross_25,2.0,2.0,3.009759685388693,48,12.15,5.85,1.426,0.417
M5,adx_donchian_55+HTF_EMA55,2.0,2.0,3.0085589773329833,334,59.1,15.98,1.217,0.383
D1,rsi_trend_pullback,2.5,2.5,3.008366896655022,70,17.95,4.98,1.36,0.357
M1,triple_ema_pullback+HTF_EMA55,2.0,2.0,3.0077739221857214,157,35.37,9.7,1.292,0.401
H4,rsi50_cross+HTF_EMA55,2.0,2.0,3.006463484143119,107,23.16,5.85,1.317,0.402
M3,rsi_trend_pullback+HTF_EMA55,2.0,2.0,3.0026383918166224,48,12.15,5.04,1.402,0.417
M1,adx_donchian_20+HTF_EMA55,2.5,2.5,2.9999317444065094,182,48.35,14.59,1.293,0.352
M5,bb_breakout+HTF_EMA55,2.5,2.5,2.994619537999582,322,56.29,13.5,1.19,0.329
W1,adx_donchian_55,2.5,3.0,2.9865130803968003,9,2.88,3.03,1.457,0.333
M15,ema_21_55,2.0,2.0,2.9856211716672174,62,16.54,8.68,1.439,0.419
M3,macd_hist_turn,2.5,2.5,2.9823689071819173,55,15.27,5.85,1.394,0.364
M3,macd_cross,2.5,2.5,2.9823689071819173,55,15.27,5.85,1.394,0.364
M5,adx_donchian_20_strict+HTF_EMA55,2.5,3.0,2.981065186708761,192,44.44,12.4,1.281,0.302
M3,ema_12_26+HTF_EMA55,2.0,2.0,2.9803517400401947,45,12.18,6.79,1.433,0.422
D1,ema_21_55,2.5,2.5,2.9761486645829094,30,8.4,4.55,1.426,0.367
H1,adx_donchian_20+HTF_EMA55,2.5,3.0,2.9706044492975634,281,52.78,13.23,1.215,0.292
D1,ema_9_21,2.0,2.0,2.9688046936291594,86,19.78,5.96,1.334,0.407
H1,donchian_55+HTF_EMA55,2.0,2.0,2.968539787817823,428,60.79,15.28,1.165,0.374
H2,stoch_cross+HTF_EMA55,2.0,2.0,2.9673838341685723,223,38.56,9.64,1.243,0.386
H4,ema_50_200+HTF_EMA55,2.0,2.0,2.965166880750238,19,4.9,3.94,1.427,0.421
M3,donchian_10,2.0,2.0,2.9511925928254605,109,28.13,11.7,1.384,0.413
H2,adx_donchian_20_strict,2.5,3.0,2.9347300019073597,123,30.86,8.65,1.298,0.309
M1,donchian_20+HTF_EMA55,2.5,3.0,2.932637294101392,209,67.14,24.4,1.326,0.316
H4,donchian_55+HTF_EMA55,2.5,3.0,2.931543817957114,43,13.02,6.85,1.425,0.326
M5,di_cross+HTF_EMA55,2.0,2.0,2.9157329604656783,346,54.24,15.86,1.217,0.379
H3,aroon_cross_25,2.0,2.0,2.9152258443553327,95,19.68,5.88,1.308,0.4
D1,aroon_cross_25+HTF_EMA55,2.5,2.5,2.9144602183146913,49,14.21,7.73,1.416,0.367
H3,rsi50_cross,2.5,3.0,2.9107234740486962,77,24.15,11.47,1.419,0.325
M5,donchian_20+HTF_EMA55,2.5,3.0,2.9015049356119684,286,51.16,14.3,1.224,0.29
H4,adx_rising_break_20+HTF_EMA55,2.5,3.0,2.899676336848739,46,14.09,7.73,1.421,0.326
D1,rsi50_cross+HTF_EMA55,2.0,2.0,2.899464241314473,104,23.19,7.73,1.31,0.404
M15,di_cross+HTF_EMA55,2.5,3.0,2.8895605580217523,47,12.95,5.91,1.383,0.319
W1,adx_donchian_20_strict,2.5,2.5,2.887420133490123,11,2.88,2.97,1.398,0.364
H4,adx_donchian_55,2.5,3.0,2.886843718342781,46,14.09,8.7,1.439,0.326
M15,keltner_break+HTF_EMA55,2.5,3.0,2.886533350172332,73,19.4,7.12,1.349,0.315
H2,adx_donchian_20+HTF_EMA55,2.5,3.0,2.8860246364243163,131,30.7,8.92,1.283,0.305
M15,mfi_reversal,2.5,3.0,2.882107480445814,64,20.75,10.63,1.417,0.328
D1,di_cross+HTF_EMA55,2.5,2.5,2.8763688439483612,60,17.51,8.81,1.392,0.367
M3,stoch_cross+HTF_EMA55,2.5,2.5,2.874694406388877,35,10.51,8.65,1.456,0.371
H3,macd_hist_turn,2.5,3.0,2.8718980411066726,72,20.61,8.76,1.369,0.319
H3,macd_cross,2.5,3.0,2.8718980411066726,72,20.61,8.76,1.369,0.319
M15,stoch_cross,2.5,3.0,2.8694224459277176,47,12.95,7.01,1.401,0.319
H1,adx_donchian_20_strict,2.5,3.0,2.8669682091788973,262,51.7,15.21,1.223,0.294
D1,di_cross+HTF_EMA55,2.0,2.0,2.8616003844926343,78,18.69,7.89,1.339,0.41
M30,donchian_20+HTF_EMA55,2.5,2.5,2.8611943848519554,53,13.59,6.87,1.377,0.358
M15,rsi_trend_pullback,2.5,2.5,2.8608622374232837,74,17.3,6.79,1.339,0.351
M1,adx_donchian_55+HTF_EMA55,2.0,2.0,2.859433537737296,215,45.74,15.26,1.255,0.395
H1,adx_rising_break_20,2.5,2.5,2.8505995607463688,321,63.45,19.54,1.196,0.333
H1,donchian_20+HTF_EMA55,2.5,2.5,2.8504149407860093,409,60.88,17.07,1.163,0.323
M15,macd_hist_turn,2.5,2.5,2.8489147815952376,70,17.95,7.73,1.349,0.357
M15,macd_cross,2.5,2.5,2.8489147815952376,70,17.95,7.73,1.349,0.357
D1,cci_100_cross,2.0,2.0,2.8488058834882706,154,35.41,12.43,1.28,0.403
M3,keltner_break,2.5,3.0,2.8471032603450364,36,12.02,10.47,1.482,0.333
M15,bb_breakout,2.5,2.5,2.8453292582685497,95,25.42,11.59,1.369,0.358
W1,adx_donchian_20,2.5,2.5,2.8445668236619146,11,2.88,3.94,1.401,0.364
H1,donchian_55,2.0,2.0,2.8415669689567484,437,55.92,15.28,1.151,0.371
D1,ema_12_26,2.5,2.5,2.8401879571796433,53,17.61,12.32,1.458,0.377
M15,ema_21_55,2.5,2.5,2.8401711318863465,43,13.17,10.54,1.459,0.372
H2,roc_momentum_12+HTF_EMA55,2.5,2.5,2.83913025387022,112,25.78,9.56,1.314,0.348
H4,bb_breakout+HTF_EMA55,2.0,2.0,2.8364906357446777,107,23.16,8.81,1.306,0.402
H2,ema_12_26+HTF_EMA55,2.0,2.0,2.830893476566327,144,28.96,10.81,1.297,0.396
H2,roc_momentum_12,2.0,2.0,2.829203427842107,238,34.28,9.64,1.218,0.378
H4,rsi50_cross,2.0,2.0,2.8229388201454433,125,22.94,6.96,1.258,0.392
H4,adx_donchian_20,2.5,3.0,2.819878448877891,46,14.09,9.56,1.427,0.326
M1,volume_spike_break+HTF_EMA55,2.5,3.0,2.811207980868339,116,34.95,14.3,1.334,0.319
H4,donchian_55,2.5,2.5,2.809518030586362,59,14.64,7.81,1.365,0.356
D1,ichimoku_tk_cross+HTF_EMA55,2.0,2.0,2.809461798738596,72,15.27,6.1,1.304,0.403
D1,sma_50_200,2.0,2.0,2.804872704379526,20,3.85,2.05,1.315,0.4
H3,donchian_55+HTF_EMA55,2.5,3.0,2.8026054518527683,73,19.4,8.7,1.346,0.315
H2,volume_spike_break+HTF_EMA55,2.5,3.0,2.7997436856416535,142,31.79,10.57,1.271,0.303
W1,donchian_20,2.5,2.5,2.7992928543371125,11,2.88,4.9,1.402,0.364
M30,mfi_reversal,2.5,3.0,2.7959934168114993,35,8.76,4.9,1.354,0.314
M1,triple_ema_pullback+HTF_EMA55,2.5,2.5,2.794379694006111,111,27.05,10.44,1.3,0.351
M15,adx_donchian_20_strict,2.5,3.0,2.7943132758493188,58,18.49,12.4,1.44,0.328
M30,williams_r_reversal,2.5,2.5,2.7937825436682426,44,12.04,8.65,1.402,0.364
H1,adx_rising_break_20+HTF_EMA55,2.5,2.5,2.787421751165924,317,58.73,18.72,1.192,0.331
M15,williams_r_reversal+HTF_EMA55,2.0,2.0,2.7841049749716085,108,21.93,9.94,1.322,0.398
M30,volume_spike_break+HTF_EMA55,2.5,2.5,2.783672022905657,39,9.9,7.3,1.386,0.359
M15,bb_breakout,2.5,3.0,2.7827744986541325,93,23.86,10.52,1.338,0.312
H2,macd_cross,2.5,3.0,2.7825017067223534,83,21.61,9.56,1.336,0.313
H2,macd_hist_turn,2.5,3.0,2.7825017067223534,83,21.61,9.56,1.336,0.313
H1,sma_50_200,2.5,3.0,2.780236859258601,104,24.89,9.56,1.303,0.308
H4,ema_50_200+HTF_EMA55,2.5,3.0,2.77782179789364,19,4.78,3.94,1.361,0.316
D1,rsi_trend_pullback+HTF_EMA55,2.5,3.0,2.7768311672874915,57,15.04,7.78,1.354,0.316
M1,volume_spike_break+HTF_EMA55,2.5,2.5,2.774734594273749,125,31.31,12.88,1.308,0.352
H4,ichimoku_tk_cross,2.5,2.5,2.773501917469643,61,16.33,8.89,1.355,0.361
M5,bb_breakout+HTF_EMA55,2.0,2.0,2.771872434555131,465,63.42,19.53,1.147,0.372
H3,ichimoku_tk_cross+HTF_EMA55,2.0,2.0,2.769604494419317,109,24.36,10.55,1.304,0.404
H3,roc_momentum_12,2.5,3.0,2.768078886960303,74,18.21,7.73,1.317,0.311
M3,ichimoku_tk_cross+HTF_EMA55,2.5,2.5,2.7649707725805146,36,9.4,7.73,1.391,0.361
M15,donchian_10+HTF_EMA55,2.5,3.0,2.7636551267696063,77,19.33,9.03,1.336,0.312
D1,macd_hist_turn+HTF_EMA55,2.0,2.0,2.7623226668943612,94,20.89,9.59,1.311,0.404
D1,macd_cross+HTF_EMA55,2.0,2.0,2.7623226668943612,94,20.89,9.59,1.311,0.404
M15,macd_cross,2.5,3.0,2.752669156951603,64,16.06,7.73,1.331,0.312
M15,macd_hist_turn,2.5,3.0,2.752669156951603,64,16.06,7.73,1.331,0.312
M30,cci_100_cross+HTF_EMA55,2.0,2.0,2.751851160207518,68,13.04,5.99,1.296,0.397
D1,ema_12_26,2.0,2.0,2.7473875101659044,79,17.51,9.7,1.34,0.405
D1,ema_21_55,2.0,2.0,2.746428241596497,48,12.15,9.67,1.389,0.417
H1,rsi_trend_pullback,2.0,2.0,2.7461781132774137,407,47.32,13.2,1.138,0.369
M15,psar_flip+HTF_EMA55,2.0,2.0,2.7392453240506924,118,20.6,7.78,1.261,0.39
D1,psar_flip,2.0,2.0,2.7368851313668054,122,22.97,9.08,1.267,0.393
H2,ema_12_26,2.5,3.0,2.7338262944981286,118,22.19,6.85,1.242,0.297
M5,keltner_break+HTF_EMA55,2.5,3.0,2.733670989866781,240,55.24,21.8,1.285,0.3
H2,macd_hist_turn+HTF_EMA55,2.0,2.0,2.730040066570888,193,30.92,10.52,1.223,0.383
H2,macd_cross+HTF_EMA55,2.0,2.0,2.730040066570888,193,30.92,10.52,1.223,0.383
W1,bb_breakout,2.0,2.0,2.7293189064189862,10,1.91,2.97,1.32,0.4
H3,donchian_55,2.5,3.0,2.72755093774526,74,18.21,8.7,1.322,0.311
H4,donchian_10,2.5,3.0,2.723332627914273,71,17.1,8.81,1.333,0.31
M3,rsi_trend_pullback+HTF_EMA55,2.5,2.5,2.722699018848945,37,8.31,5.93,1.339,0.351
H3,macd_cross+HTF_EMA55,2.5,2.5,2.7178308165314444,79,15.5,6.1,1.271,0.342
H3,macd_hist_turn+HTF_EMA55,2.5,2.5,2.7178308165314444,79,15.5,6.1,1.271,0.342
H2,di_cross,2.5,3.0,2.714482530397715,95,21.4,7.94,1.266,0.305
H2,donchian_10,2.0,2.0,2.7070819838545774,366,50.9,16.67,1.168,0.374
M1,adx_rising_break_20,2.5,3.0,2.704607154168449,156,45.21,19.7,1.314,0.314
M3,stoch_cross+HTF_EMA55,2.0,2.0,2.704436565550929,61,14.25,10.57,1.372,0.41
M30,donchian_20+HTF_EMA55,2.0,2.0,2.7030502398278813,78,15.2,7.97,1.299,0.397
M15,adx_donchian_20_strict+HTF_EMA55,2.0,2.0,2.701316053331752,91,20.92,12.38,1.349,0.407
M15,adx_donchian_20_strict,2.0,2.0,2.70129497187221,99,22.03,12.4,1.339,0.404
H3,adx_donchian_20,2.5,3.0,2.6970749595287806,80,20.47,10.89,1.338,0.312
H3,mfi_reversal+HTF_EMA55,2.5,2.5,2.692800454314037,58,11.84,5.93,1.29,0.345
M1,triple_ema_pullback,2.5,2.5,2.691233725124563,118,22.6,8.2,1.24,0.339
H3,roc_momentum_12+HTF_EMA55,2.5,3.0,2.684584225655317,65,14.9,7.89,1.314,0.308
M15,cci_100_cross+HTF_EMA55,2.5,2.5,2.684023914492404,78,16.66,8.31,1.297,0.346
H4,donchian_10,2.5,2.5,2.680304842413914,91,17.64,8.04,1.28,0.341
H3,adx_rising_break_20,2.5,3.0,2.67864816574555,81,19.26,9.62,1.31,0.309
H3,adx_rising_break_20+HTF_EMA55,2.5,3.0,2.67864816574555,81,19.26,9.62,1.31,0.309
M15,bb_breakout+HTF_EMA55,2.5,2.5,2.67817149981619,93,19.37,9.38,1.294,0.344
M15,donchian_20,2.0,2.0,2.6759935223382083,180,28.5,10.79,1.227,0.383
D1,triple_ema_pullback+HTF_EMA55,2.5,3.0,2.675441789935618,39,8.69,4.96,1.298,0.308
H1,adx_donchian_20,2.5,3.0,2.66749487440034,295,43.67,14.1,1.178,0.285
H1,adx_donchian_20_strict+HTF_EMA55,2.5,3.0,2.66404534912482,255,44.52,15.21,1.194,0.29
D1,sma_50_200,2.5,2.5,2.6638209487762543,20,4.31,4.9,1.324,0.35
D1,ema_50_200,2.5,2.5,2.6623812375044738,17,3.83,5.42,1.34,0.353
H4,ema_21_55+HTF_EMA55,2.5,2.5,2.6599301164843805,28,6.82,7.3,1.355,0.357
M30,bb_breakout+HTF_EMA55,2.5,3.0,2.6574414964756183,39,8.69,5.85,1.311,0.308
H4,adx_rising_break_20+HTF_EMA55,2.5,2.5,2.654326872659088,63,14.02,8.31,1.307,0.349
M1,donchian_55+HTF_EMA55,2.0,2.0,2.648868830618066,307,50.28,18.22,1.182,0.381
D1,ema_9_21,2.5,3.0,2.647959911109323,47,12.95,9.67,1.356,0.319
H3,ema_12_26,2.0,2.0,2.6470405836931805,124,24.18,11.68,1.275,0.395
H3,adx_donchian_55,2.0,2.0,2.646415121157198,113,19.46,8.84,1.252,0.389
H3,adx_donchian_55+HTF_EMA55,2.0,2.0,2.646415121157198,113,19.46,8.84,1.252,0.389
H2,adx_donchian_20+HTF_EMA55,2.5,2.5,2.6421842671584517,156,26.97,10.21,1.223,0.333
M15,triple_ema_pullback,2.5,2.5,2.63983268899342,51,11.94,9.56,1.351,0.353
H4,adx_rising_break_20+HTF_EMA55,2.0,2.0,2.6392767784591804,80,16.33,9.64,1.297,0.4
H4,ichimoku_tk_cross,2.5,3.0,2.6378250506390346,46,9.66,5.13,1.274,0.304
H2,bb_breakout+HTF_EMA55,2.0,2.0,2.636581479710668,245,36.89,13.18,1.184,0.38
H1,donchian_10,2.0,2.0,2.6355792314141047,726,59.24,18.77,1.105,0.358
H4,adx_rising_break_20,2.0,2.0,2.635334285556105,95,16.16,7.75,1.253,0.389
M15,williams_r_reversal+HTF_EMA55,2.5,2.5,2.6343147009025314,66,14.54,9.72,1.328,0.348
D1,aroon_cross_25+HTF_EMA55,2.0,2.0,2.633728358558887,56,9.85,5.91,1.268,0.393
H2,adx_donchian_55+HTF_EMA55,2.0,2.0,2.6327903369060475,173,33.82,14.9,1.253,0.393
H2,ema_9_21,2.0,2.0,2.632107537434668,188,37.67,16.97,1.265,0.394
H1,sma_50_200+HTF_EMA55,2.5,3.0,2.628774479817938,98,22.55,10.63,1.278,0.306
M5,donchian_55+HTF_EMA55,2.0,2.0,2.6270575273760937,405,50.31,17.37,1.152,0.37
D1,supertrend_flip,2.5,3.0,2.6267082974874,52,11.75,6.96,1.293,0.308
M5,adx_donchian_55,2.0,2.0,2.626630311952041,346,45.3,16.01,1.167,0.373
M3,mfi_reversal,2.0,2.0,2.622047572865317,43,7.82,5.91,1.282,0.395
H3,adx_donchian_20+HTF_EMA55,2.5,3.0,2.61985780796638,82,18.07,9.83,1.299,0.305
H1,keltner_break+HTF_EMA55,2.5,2.5,2.6188921308026387,347,49.74,17.36,1.165,0.323
M1,cci_100_cross,2.5,3.0,2.6180343105961197,196,33.36,11.36,1.187,0.291
M15,aroon_cross_25+HTF_EMA55,2.5,3.0,2.616198447921758,48,11.82,9.56,1.351,0.312
M15,triple_ema_pullback+HTF_EMA55,2.0,2.0,2.6161864061438838,75,15.24,10.55,1.319,0.4
M15,triple_ema_pullback,2.0,2.0,2.615085789170193,77,16.37,11.44,1.329,0.403
H1,supertrend_flip+HTF_EMA55,2.5,3.0,2.6115736388105026,191,29.55,9.67,1.18,0.288
H1,supertrend_flip+HTF_EMA55,2.5,2.5,2.6095146683253096,218,31.76,10.62,1.171,0.326
H4,adx_donchian_20_strict+HTF_EMA55,2.0,2.0,2.608000236031168,74,12.98,7.73,1.269,0.392
D1,roc_momentum_12+HTF_EMA55,2.5,3.0,2.60246783830579,64,16.06,10.57,1.327,0.312
M3,keltner_break,2.0,2.0,2.602224864136856,81,15.17,9.8,1.296,0.395
M1,triple_ema_pullback,2.0,2.0,2.5986305754487082,180,28.5,11.6,1.208,0.383
M5,williams_r_reversal+HTF_EMA55,2.0,2.0,2.598412917261824,413,51.7,18.7,1.157,0.37
M30,donchian_10,2.0,2.0,2.591223731837674,80,16.33,10.65,1.299,0.4
M15,bb_breakout+HTF_EMA55,2.0,2.0,2.5912183279546768,134,22.83,11.44,1.256,0.388
H2,adx_donchian_55,2.0,2.0,2.583372359929114,174,32.48,14.9,1.242,0.391
M15,triple_ema_pullback+HTF_EMA55,2.5,2.5,2.583130944940831,52,10.82,8.65,1.313,0.346
H2,sma_50_200,2.5,2.5,2.5830647733809213,43,9.31,7.73,1.304,0.349
M15,roc_momentum_12+HTF_EMA55,2.0,2.0,2.5802374739439053,112,20.67,12.51,1.298,0.393
H1,bb_breakout,2.5,2.5,2.573934835115202,396,54.1,19.66,1.157,0.321
M15,macd_cross+HTF_EMA55,2.0,2.0,2.573135089162427,119,19.39,10.79,1.266,0.387
M15,macd_hist_turn+HTF_EMA55,2.0,2.0,2.573135089162427,119,19.39,10.79,1.266,0.387
M1,volume_spike_break,2.0,2.0,2.57275294126997,172,27.33,11.84,1.213,0.384
M5,adx_donchian_55+HTF_EMA55,2.5,2.5,2.5722517929441704,208,40.71,17.88,1.242,0.337
H4,donchian_20+HTF_EMA55,2.5,3.0,2.5712141592854634,69,14.83,8.81,1.281,0.304
H2,cci_100_cross+HTF_EMA55,2.0,2.0,2.5703832157169813,271,33.84,12.38,1.163,0.373
H2,adx_rising_break_20,2.5,2.5,2.5688912971271787,141,28.48,14.07,1.266,0.34
M30,roc_momentum_12+HTF_EMA55,2.0,2.0,2.5672164908916435,56,9.85,7.75,1.281,0.393
M3,roc_momentum_12+HTF_EMA55,2.0,2.0,2.5666790111706606,65,13.08,9.7,1.295,0.4
M1,ema_21_55+HTF_EMA55,2.0,2.0,2.564346463745381,132,21.64,10.57,1.234,0.386
W1,bb_breakout,2.5,3.0,2.5626378842719313,10,1.85,2.97,1.262,0.3
M15,bb_breakout+HTF_EMA55,2.5,3.0,2.5577984875952327,93,19.05,10.52,1.276,0.301
M15,donchian_20,2.5,2.5,2.5576200265752527,112,25.78,14.22,1.289,0.348
H4,adx_rising_break_20,2.5,2.5,2.5570749438366702,73,14.44,9.56,1.288,0.342
M15,mfi_reversal+HTF_EMA55,2.5,2.5,2.5561191952239293,32,6.24,6.79,1.3,0.344
H4,adx_donchian_20_strict,2.5,3.0,2.5557208206723754,53,10.64,7.07,1.273,0.302
M5,psar_flip+HTF_EMA55,2.5,2.5,2.555091011647727,280,46.56,19.61,1.22,0.329
H4,volume_spike_break+HTF_EMA55,2.0,2.0,2.5538178855486215,102,18.41,10.57,1.259,0.392
M5,supertrend_flip+HTF_EMA55,2.0,2.0,2.55131976312712,281,40.53,17.09,1.203,0.377
M3,bb_breakout+HTF_EMA55,2.5,2.5,2.546205006038373,52,10.82,8.73,1.297,0.346
H4,adx_donchian_20_strict+HTF_EMA55,2.5,2.5,2.5461846831797517,56,10.22,6.79,1.256,0.339
M5,keltner_break+HTF_EMA55,2.5,2.5,2.545668176290146,282,48.72,20.55,1.217,0.33
H4,aroon_cross_25+HTF_EMA55,2.5,2.5,2.5438463279054164,43,9.31,8.65,1.308,0.349
M3,ema_9_21+HTF_EMA55,2.5,2.5,2.541647328142968,35,6.73,6.79,1.288,0.343
M1,adx_donchian_55,2.0,2.0,2.5411646126786867,222,35.84,15.26,1.198,0.383
H2,sma_50_200+HTF_EMA55,2.5,2.5,2.540404494106675,40,8.81,8.65,1.311,0.35
H4,supertrend_flip,2.0,2.0,2.540106153904822,99,14.96,7.78,1.219,0.384
M3,keltner_break,2.5,2.5,2.5396587062209623,43,9.31,9.56,1.329,0.349
H3,adx_donchian_20_strict+HTF_EMA55,2.5,2.5,2.5367615108270205,90,14.77,7.73,1.23,0.333
H2,roc_momentum_12+HTF_EMA55,2.0,2.0,2.5351053488321975,201,32.12,14.93,1.224,0.383
M1,bb_breakout+HTF_EMA55,2.0,2.0,2.528840342228957,292,33.57,12.74,1.155,0.37
H4,adx_donchian_20+HTF_EMA55,2.0,2.0,2.5276787042528044,83,12.88,7.84,1.235,0.386
M1,sma_50_200+HTF_EMA55,2.5,3.0,2.5235685995603454,60,16.13,13.23,1.352,0.317
M3,keltner_break+HTF_EMA55,2.0,2.0,2.5219691642076936,76,14.08,10.68,1.288,0.395
M30,stoch_cross+HTF_EMA55,2.5,3.0,2.5215342545192296,36,7.67,7.78,1.302,0.306
H2,adx_donchian_20_strict,2.0,2.0,2.5158976710995433,203,37.46,17.6,1.226,0.389
H1,volume_spike_break+HTF_EMA55,2.5,3.0,2.5135000268502488,326,44.43,16.15,1.146,0.282
M15,rsi_trend_pullback+HTF_EMA55,2.5,2.5,2.511759813271757,68,12.26,8.65,1.265,0.338
M3,bb_breakout,2.5,2.5,2.5113739679151776,55,11.33,9.56,1.295,0.345
H2,adx_rising_break_20+HTF_EMA55,2.5,2.5,2.508164768711968,139,26.61,14.07,1.255,0.338
M15,ema_12_26+HTF_EMA55,2.5,2.5,2.5050670159703166,54,8.62,5.85,1.229,0.333
D1,sma_50_200,2.5,3.0,2.5043381933005375,20,3.73,4.96,1.264,0.3
H1,donchian_55+HTF_EMA55,2.5,2.5,2.502591847227788,307,47.53,19.15,1.173,0.326
H2,cci_100_cross,2.5,2.5,2.4997955038171074,174,30.52,13.99,1.211,0.333
H1,williams_r_reversal+HTF_EMA55,2.5,3.0,2.4976736996333697,256,37.52,14.6,1.167,0.285
M3,ema_9_21,2.0,2.0,2.4947186673173176,54,8.78,7.84,1.258,0.389
M15,donchian_20+HTF_EMA55,2.0,2.0,2.490945387003192,171,21.16,9.83,1.186,0.374
M1,rsi_trend_pullback+HTF_EMA55,2.0,2.0,2.4869714920781676,223,47.08,23.13,1.252,0.395
M15,donchian_10+HTF_EMA55,2.0,2.0,2.4862136455118837,188,25.87,12.46,1.201,0.378
H1,ema_9_21,2.5,2.5,2.483232946855645,283,47.23,19.75,1.181,0.329
M3,macd_hist_turn,2.5,3.0,2.4828430361747356,43,8.63,7.78,1.274,0.302
M3,macd_cross,2.5,3.0,2.4828430361747356,43,8.63,7.78,1.274,0.302
H4,aroon_cross_25+HTF_EMA55,2.5,3.0,2.478978740702678,39,8.69,8.7,1.293,0.308
H1,psar_flip+HTF_EMA55,2.5,3.0,2.4785934346648504,274,51.43,21.11,1.18,0.292
M1,sma_50_200,2.5,3.0,2.4783551721701444,68,15.99,12.4,1.312,0.309
M5,adx_donchian_20+HTF_EMA55,2.5,3.0,2.476522647976101,219,39.65,18.26,1.225,0.292
M5,cci_100_cross+HTF_EMA55,2.5,2.5,2.476450750329458,308,41.06,17.07,1.174,0.321
D1,aroon_cross_25,2.5,3.0,2.4732574640163567,58,9.47,5.91,1.216,0.293
M15,ema_21_55+HTF_EMA55,2.5,3.0,2.4725223344187826,33,6.66,7.73,1.287,0.303
H1,volume_spike_break+HTF_EMA55,2.0,2.0,2.4721653498389906,508,51.77,20.01,1.128,0.364
